,Mes,Precio m2,Variación mensual,Variación trimestral,Variación anual,Distrito
1242,01/08/17,10.6,-0.4%,-2.4%,2.7%,Deusto
1243,01/07/17,10.6,-0.3%,-2.8%,"3,00%",Deusto
1244,01/06/17,10.7,-1.7%,-0.8%,2.4%,Deusto
1245,01/05/17,10.9,-0.8%,0.3%,2.3%,Deusto
1246,01/04/17,10.9,1.7%,3.6%,3.1%,Deusto
1247,01/03/17,10.8,-0.6%,"1,00%",2.9%,Deusto
1248,01/02/17,10.8,2.5%,1.6%,6.4%,Deusto
1249,01/01/17,10.6,-0.8%,-2.5%,2.1%,Deusto
1250,01/12/16,10.7,-0.1%,2.6%,3.6%,Deusto
1251,01/11/16,10.7,-1.6%,3.3%,2.2%,Deusto
1252,01/10/16,10.8,4.3%,4.8%,3.7%,Deusto
1253,01/09/16,10.4,0.6%,-0.3%,3.8%,Deusto
1254,01/08/16,10.3,-0.1%,-2.8%,4.4%,Deusto
1255,01/07/16,10.3,-0.8%,-2.7%,3.9%,Deusto
1256,01/06/16,10.4,-1.9%,-0.4%,4.6%,Deusto
1257,01/05/16,10.6,n.d.,4.3%,6.2%,Deusto
1258,01/04/16,10.6,1.5%,2.6%,6.2%,Deusto
1259,01/03/16,10.5,2.8%,1.8%,4.6%,Deusto
1260,01/02/16,10.2,-1.7%,-2.5%,1.7%,Deusto
1261,01/01/16,10.3,0.7%,-0.9%,3.5%,Deusto
1262,01/12/15,10.3,-1.5%,2.8%,"0,00%",Deusto
1263,01/11/15,10.4,-0.1%,5.5%,0.7%,Deusto
1264,01/10/15,10.4,4.4%,"5,00%",1.3%,Deusto
1265,01/09/15,10.0,1.1%,0.4%,n.d.,Deusto
1266,01/08/15,9.9,-0.6%,-1.1%,-1.1%,Deusto
1267,01/07/15,9.9,-0.1%,-0.5%,-0.5%,Deusto
1268,01/06/15,10.0,-0.4%,-0.4%,-0.4%,Deusto
1269,01/05/15,10.0,n.d.,n.d.,n.d.,Deusto
1270,01/04/15,10.0,n.d.,n.d.,n.d.,Deusto
1271,01/03/15,10.0,n.d.,-2.7%,n.d.,Deusto
1272,01/02/15,10.0,n.d.,-3.4%,-4.3%,Deusto
1273,01/01/15,10.0,-2.7%,"-3,00%",-5.5%,Deusto
1274,01/12/14,10.3,-0.8%,2.8%,-2.8%,Deusto
1275,01/11/14,10.4,0.4%,3.6%,-0.4%,Deusto
1276,01/10/14,10.3,3.1%,3.1%,-1.9%,Deusto
1277,01/09/14,10.0,n.d.,n.d.,-5.6%,Deusto
1278,01/08/14,10.0,n.d.,n.d.,-5.6%,Deusto
1279,01/07/14,10.0,n.d.,n.d.,-5.6%,Deusto
1280,01/06/14,10.0,n.d.,n.d.,-5.6%,Deusto
1281,01/05/14,10.0,n.d.,-4.3%,-4.8%,Deusto
1282,01/04/14,10.0,n.d.,-5.5%,-5.9%,Deusto
1283,01/03/14,10.0,-4.3%,-5.4%,-5.9%,Deusto
1284,01/02/14,10.5,-1.2%,0.5%,-2.4%,Deusto
1285,01/01/14,10.6,0.1%,0.6%,-1.3%,Deusto
1286,01/12/13,10.6,1.6%,-0.2%,-1.9%,Deusto
1287,01/11/13,10.4,"-1,00%",-1.8%,-6.4%,Deusto
1288,01/10/13,10.5,-0.7%,-0.7%,-6.6%,Deusto
1289,01/09/13,10.6,n.d.,n.d.,-5.8%,Deusto
1290,01/08/13,10.6,n.d.,0.8%,-5.8%,Deusto
1291,01/07/13,10.6,n.d.,-0.3%,-6.6%,Deusto
1292,01/06/13,10.6,0.8%,-0.3%,-9.2%,Deusto
1293,01/05/13,10.5,-1.2%,"-2,00%","-10,00%",Deusto
1294,01/04/13,10.6,n.d.,-0.8%,-8.9%,Deusto
1295,01/03/13,10.6,-0.8%,-1.3%,-7.4%,Deusto
1296,01/02/13,10.7,n.d.,-3.6%,-8.2%,Deusto
1297,01/01/13,10.7,-0.5%,-4.8%,-2.6%,Deusto
1298,01/12/12,10.8,-3.1%,-4.2%,-3.1%,Deusto
1299,01/11/12,11.1,-1.2%,-1.2%,-0.6%,Deusto
1300,01/10/12,11.3,"0,00%",-0.7%,0.7%,Deusto
1301,01/09/12,11.2,"0,00%",-3.6%,-2.5%,Deusto
1302,01/08/12,11.2,-0.8%,-3.6%,-1.6%,Deusto
1303,01/07/12,11.3,-2.9%,-2.9%,"1,00%",Deusto
1304,01/06/12,11.7,n.d.,1.7%,2.1%,Deusto
1305,01/05/12,11.7,n.d.,n.d.,n.d.,Deusto
1306,01/04/12,11.7,1.7%,6.1%,n.d.,Deusto
1307,01/03/12,11.5,-1.7%,3.2%,n.d.,Deusto
1308,01/02/12,11.7,6.1%,4.4%,n.d.,Deusto
1309,01/01/12,11.0,"-1,00%",-1.6%,n.d.,Deusto
1310,01/12/11,11.1,-0.6%,-3.7%,n.d.,Deusto
1311,01/11/11,11.2,n.d.,-2.2%,n.d.,Deusto
1312,01/10/11,11.2,-3.1%,-0.4%,n.d.,Deusto
1313,01/09/11,11.5,"1,00%","1,00%",n.d.,Deusto
1314,01/08/11,11.4,1.8%,n.d.,n.d.,Deusto
1315,01/07/11,11.2,-1.8%,n.d.,n.d.,Deusto
1316,01/06/11,11.4,n.d.,n.d.,n.d.,Deusto
1317,01/05/11,n.d.,n.d.,n.d.,n.d.,Deusto
1318,01/04/11,n.d.,n.d.,n.d.,n.d.,Deusto
1319,01/03/11,n.d.,n.d.,n.d.,n.d.,Deusto
1320,01/02/11,n.d.,n.d.,n.d.,n.d.,Deusto
1321,01/01/11,n.d.,n.d.,n.d.,n.d.,Deusto
1322,01/12/10,n.d.,n.d.,n.d.,n.d.,Deusto
1323,01/11/10,n.d.,n.d.,n.d.,n.d.,Deusto
1324,01/10/10,n.d.,n.d.,n.d.,n.d.,Deusto
1325,01/09/10,n.d.,n.d.,n.d.,n.d.,Deusto
1326,01/08/10,n.d.,n.d.,n.d.,n.d.,Deusto
1327,01/07/10,n.d.,n.d.,n.d.,n.d.,Deusto
1328,01/06/10,n.d.,n.d.,n.d.,n.d.,Deusto
1329,01/05/10,n.d.,n.d.,n.d.,n.d.,Deusto
1330,01/04/10,n.d.,n.d.,n.d.,n.d.,Deusto
1331,01/03/10,n.d.,n.d.,n.d.,n.d.,Deusto
1332,01/02/10,n.d.,n.d.,n.d.,n.d.,Deusto
1333,01/01/10,n.d.,n.d.,n.d.,n.d.,Deusto
1334,01/12/09,n.d.,n.d.,n.d.,n.d.,Deusto
1335,01/11/09,n.d.,n.d.,n.d.,n.d.,Deusto
1336,01/10/09,n.d.,n.d.,n.d.,n.d.,Deusto
1337,01/09/09,n.d.,n.d.,n.d.,n.d.,Deusto
1338,01/08/09,n.d.,n.d.,n.d.,n.d.,Deusto
1339,01/07/09,n.d.,n.d.,n.d.,n.d.,Deusto
1340,01/06/09,n.d.,n.d.,n.d.,n.d.,Deusto
1341,01/05/09,n.d.,n.d.,n.d.,n.d.,Deusto
1342,01/04/09,n.d.,n.d.,n.d.,n.d.,Deusto
1343,01/03/09,n.d.,n.d.,n.d.,n.d.,Deusto
1344,01/02/09,n.d.,n.d.,n.d.,n.d.,Deusto
1345,01/01/09,n.d.,n.d.,n.d.,n.d.,Deusto
1346,01/12/08,n.d.,n.d.,n.d.,n.d.,Deusto
1347,01/11/08,n.d.,n.d.,n.d.,n.d.,Deusto
1348,01/10/08,n.d.,n.d.,n.d.,n.d.,Deusto
1349,01/09/08,n.d.,n.d.,n.d.,n.d.,Deusto
1350,01/08/08,n.d.,n.d.,n.d.,n.d.,Deusto
1351,01/07/08,n.d.,n.d.,n.d.,n.d.,Deusto
1352,01/06/08,n.d.,n.d.,n.d.,n.d.,Deusto
1353,01/05/08,n.d.,n.d.,n.d.,n.d.,Deusto
1354,01/04/08,n.d.,n.d.,n.d.,n.d.,Deusto
1355,01/03/08,n.d.,n.d.,n.d.,n.d.,Deusto
1356,01/02/08,n.d.,n.d.,n.d.,n.d.,Deusto
1357,01/01/08,n.d.,n.d.,n.d.,n.d.,Deusto
1358,01/12/07,n.d.,n.d.,n.d.,n.d.,Deusto
1359,01/11/07,n.d.,n.d.,n.d.,n.d.,Deusto
1360,01/10/07,n.d.,n.d.,n.d.,n.d.,Deusto
1361,01/09/07,n.d.,n.d.,n.d.,n.d.,Deusto
1362,01/08/07,n.d.,n.d.,n.d.,n.d.,Deusto
1363,01/07/07,n.d.,n.d.,n.d.,n.d.,Deusto
1364,01/06/07,n.d.,n.d.,n.d.,n.d.,Deusto
1365,01/05/07,n.d.,n.d.,n.d.,n.d.,Deusto
1366,01/04/07,n.d.,n.d.,n.d.,n.d.,Deusto
1367,01/03/07,n.d.,n.d.,n.d.,n.d.,Deusto
1368,01/02/07,n.d.,n.d.,n.d.,n.d.,Deusto
1369,01/01/07,n.d.,n.d.,n.d.,n.d.,Deusto
1370,01/12/06,n.d.,n.d.,n.d.,n.d.,Deusto
1371,01/11/06,n.d.,n.d.,n.d.,n.d.,Deusto
1372,01/10/06,n.d.,n.d.,n.d.,n.d.,Deusto
1373,01/09/06,n.d.,n.d.,n.d.,n.d.,Deusto
1374,01/08/06,n.d.,n.d.,n.d.,n.d.,Deusto
1375,01/07/06,n.d.,n.d.,n.d.,n.d.,Deusto
1376,01/06/06,n.d.,n.d.,n.d.,n.d.,Deusto
1377,01/05/06,n.d.,n.d.,n.d.,n.d.,Deusto
1378,01/04/06,n.d.,n.d.,n.d.,n.d.,Deusto
1379,01/03/06,n.d.,n.d.,n.d.,n.d.,Deusto
1380,01/02/06,n.d.,n.d.,n.d.,n.d.,Deusto
1381,01/01/06,n.d.,n.d.,n.d.,n.d.,Deusto
1382,01/02/25,13.6,-0.8%,-1.3%,4.3%,Ibaiondo
1383,01/01/25,13.8,n.d.,3.1%,"8,00%",Ibaiondo
1384,01/12/24,13.8,-0.4%,3.1%,"8,00%",Ibaiondo
1385,01/11/24,13.8,3.6%,3.6%,8.4%,Ibaiondo
1386,01/10/24,13.3,n.d.,"-2,00%",6.1%,Ibaiondo
1387,01/09/24,13.3,n.d.,n.d.,6.1%,Ibaiondo
1388,01/08/24,13.3,"-2,00%",n.d.,3.7%,Ibaiondo
1389,01/07/24,13.6,"2,00%",8.2%,4.7%,Ibaiondo
1390,01/06/24,13.3,n.d.,3.7%,3.7%,Ibaiondo
1391,01/05/24,13.3,6.1%,"2,00%",5.5%,Ibaiondo
1392,01/04/24,12.6,-2.2%,-1.3%,-2.2%,Ibaiondo
1393,01/03/24,12.9,-1.7%,"1,00%",0.9%,Ibaiondo
1394,01/02/24,13.1,2.7%,2.7%,n.d.,Ibaiondo
1395,01/01/24,12.7,n.d.,1.3%,-4.5%,Ibaiondo
1396,01/12/23,12.7,n.d.,1.3%,-2.5%,Ibaiondo
1397,01/11/23,12.7,1.3%,-0.9%,"4,00%",Ibaiondo
1398,01/10/23,12.6,n.d.,-3.2%,3.5%,Ibaiondo
1399,01/09/23,12.6,-2.2%,-2.2%,4.8%,Ibaiondo
1400,01/08/23,12.9,"-1,00%",1.7%,6.4%,Ibaiondo
1401,01/07/23,13.0,"1,00%","1,00%",7.4%,Ibaiondo
1402,01/06/23,12.9,1.7%,0.9%,5.9%,Ibaiondo
1403,01/05/23,12.6,-1.7%,-3.4%,4.9%,Ibaiondo
1404,01/04/23,12.9,0.9%,-3.6%,7.1%,Ibaiondo
1405,01/03/23,12.7,-2.6%,-2.5%,7.3%,Ibaiondo
1406,01/02/23,13.1,-1.9%,6.8%,"9,00%",Ibaiondo
1407,01/01/23,13.3,"2,00%",9.8%,11.6%,Ibaiondo
1408,01/12/22,13.1,6.7%,8.9%,8.9%,Ibaiondo
1409,01/11/22,12.3,0.9%,1.3%,3.8%,Ibaiondo
1410,01/10/22,12.1,1.2%,0.4%,2.9%,Ibaiondo
1411,01/09/22,12.0,-0.7%,-1.2%,6.7%,Ibaiondo
1412,01/08/22,12.1,-0.1%,0.3%,7.8%,Ibaiondo
1413,01/07/22,12.1,-0.4%,0.8%,5.8%,Ibaiondo
1414,01/06/22,12.1,0.8%,2.3%,1.7%,Ibaiondo
1415,01/05/22,12.1,0.4%,0.4%,-0.8%,Ibaiondo
1416,01/04/22,12.0,1.1%,0.5%,-1.2%,Ibaiondo
1417,01/03/22,11.9,"-1,00%","-1,00%",-2.2%,Ibaiondo
1418,01/02/22,12.0,0.5%,1.6%,n.d.,Ibaiondo
1419,01/01/22,11.9,-0.5%,1.2%,-1.6%,Ibaiondo
1420,01/12/21,12.0,1.6%,6.7%,1.4%,Ibaiondo
1421,01/11/21,11.8,n.d.,5.3%,-1.6%,Ibaiondo
1422,01/10/21,11.8,4.9%,3.3%,-1.6%,Ibaiondo
1423,01/09/21,11.3,0.4%,-5.8%,-4.8%,Ibaiondo
1424,01/08/21,11.2,-1.9%,-7.7%,-2.9%,Ibaiondo
1425,01/07/21,11.4,-4.3%,-5.9%,-1.2%,Ibaiondo
1426,01/06/21,11.9,-1.7%,-1.7%,2.5%,Ibaiondo
1427,01/05/21,12.1,n.d.,1.2%,"5,00%",Ibaiondo
1428,01/04/21,12.1,n.d.,n.d.,0.4%,Ibaiondo
1429,01/03/21,12.1,1.2%,2.6%,4.1%,Ibaiondo
1430,01/02/21,12.0,-1.2%,n.d.,4.3%,Ibaiondo
1431,01/01/21,12.1,2.6%,1.2%,6.3%,Ibaiondo
1432,01/12/20,11.8,-1.3%,0.2%,5.2%,Ibaiondo
1433,01/11/20,12.0,n.d.,"4,00%","4,00%",Ibaiondo
1434,01/10/20,12.0,1.5%,3.8%,n.d.,Ibaiondo
1435,01/09/20,11.8,2.4%,1.5%,2.4%,Ibaiondo
1436,01/08/20,11.5,-0.2%,-0.2%,3.1%,Ibaiondo
1437,01/07/20,11.6,-0.7%,-4.4%,"2,00%",Ibaiondo
1438,01/06/20,11.6,0.7%,-0.2%,-0.2%,Ibaiondo
1439,01/05/20,11.6,-4.4%,0.5%,4.4%,Ibaiondo
1440,01/04/20,12.1,3.7%,5.8%,12.8%,Ibaiondo
1441,01/03/20,11.7,1.4%,3.7%,7.1%,Ibaiondo
1442,01/02/20,11.5,0.6%,-0.3%,6.2%,Ibaiondo
1443,01/01/20,11.4,1.6%,-4.8%,5.3%,Ibaiondo
1444,01/12/19,11.3,-2.5%,-2.5%,1.6%,Ibaiondo
1445,01/11/19,11.5,-3.8%,3.1%,1.8%,Ibaiondo
1446,01/10/19,12.0,"4,00%",5.9%,7.9%,Ibaiondo
1447,01/09/19,11.5,3.1%,-1.1%,3.8%,Ibaiondo
1448,01/08/19,11.2,-1.2%,1.1%,1.8%,Ibaiondo
1449,01/07/19,11.3,-2.9%,5.6%,4.6%,Ibaiondo
1450,01/06/19,11.7,5.4%,7.1%,5.2%,Ibaiondo
1451,01/05/19,11.1,3.2%,2.2%,-0.4%,Ibaiondo
1452,01/04/19,10.7,-1.5%,-1.2%,0.1%,Ibaiondo
1453,01/03/19,10.9,0.6%,-1.6%,2.1%,Ibaiondo
1454,01/02/19,10.8,-0.2%,-4.4%,2.6%,Ibaiondo
1455,01/01/19,10.9,-1.9%,-2.4%,1.8%,Ibaiondo
1456,01/12/18,11.1,-2.3%,-0.4%,"7,00%",Ibaiondo
1457,01/11/18,11.3,1.9%,"3,00%",9.9%,Ibaiondo
1458,01/10/18,11.1,0.1%,2.7%,8.2%,Ibaiondo
1459,01/09/18,11.1,"1,00%",0.2%,4.6%,Ibaiondo
1460,01/08/18,11.0,1.5%,"-1,00%",3.5%,Ibaiondo
1461,01/07/18,10.8,-2.3%,1.1%,"2,00%",Ibaiondo
1462,01/06/18,11.1,-0.2%,3.9%,7.1%,Ibaiondo
1463,01/05/18,11.1,3.7%,5.3%,5.1%,Ibaiondo
1464,01/04/18,10.7,0.4%,0.4%,0.4%,Ibaiondo
1465,01/03/18,10.7,1.1%,3.1%,-0.4%,Ibaiondo
1466,01/02/18,10.6,"-1,00%",2.4%,-1.5%,Ibaiondo
1467,01/01/18,10.7,3.1%,3.7%,6.7%,Ibaiondo
1468,01/12/17,10.3,0.3%,-2.6%,-0.1%,Ibaiondo
1469,01/11/17,10.3,0.3%,-2.9%,"-1,00%",Ibaiondo
1470,01/10/17,10.3,-3.2%,-3.2%,2.9%,Ibaiondo
1471,01/09/17,10.6,n.d.,2.6%,6.3%,Ibaiondo
1472,01/08/17,10.6,n.d.,0.5%,6.3%,Ibaiondo
1473,01/07/17,10.6,2.6%,-0.4%,6.3%,Ibaiondo
1474,01/06/17,10.4,-2.1%,-3.3%,3.6%,Ibaiondo
1475,01/05/17,10.6,-0.9%,-1.3%,5.8%,Ibaiondo
1476,01/04/17,10.7,-0.4%,6.7%,6.7%,Ibaiondo
1477,01/03/17,10.7,n.d.,3.4%,5.5%,Ibaiondo
1478,01/02/17,10.7,7.1%,2.9%,4.7%,Ibaiondo
1479,01/01/17,10.0,-3.4%,n.d.,"-2,00%",Ibaiondo
1480,01/12/16,10.4,-0.6%,3.6%,3.6%,Ibaiondo
1481,01/11/16,10.4,4.2%,4.2%,2.1%,Ibaiondo
1482,01/10/16,10.0,n.d.,n.d.,n.d.,Ibaiondo
1483,01/09/16,10.0,n.d.,n.d.,-2.6%,Ibaiondo
1484,01/08/16,10.0,n.d.,n.d.,n.d.,Ibaiondo
1485,01/07/16,10.0,n.d.,n.d.,n.d.,Ibaiondo
1486,01/06/16,10.0,n.d.,-1.5%,1.8%,Ibaiondo
1487,01/05/16,10.0,n.d.,-2.3%,1.8%,Ibaiondo
1488,01/04/16,10.0,-1.5%,"-2,00%","-2,00%",Ibaiondo
1489,01/03/16,10.2,-0.7%,1.6%,-1.8%,Ibaiondo
1490,01/02/16,10.2,0.3%,0.3%,0.3%,Ibaiondo
1491,01/01/16,10.2,"2,00%","2,00%",-3.4%,Ibaiondo
1492,01/12/15,10.0,"-2,00%",-2.6%,-3.4%,Ibaiondo
1493,01/11/15,10.2,"2,00%","2,00%","2,00%",Ibaiondo
1494,01/10/15,10.0,-2.6%,n.d.,n.d.,Ibaiondo
1495,01/09/15,10.3,2.7%,4.5%,2.7%,Ibaiondo
1496,01/08/15,10.0,n.d.,1.8%,1.1%,Ibaiondo
1497,01/07/15,10.0,1.8%,"-2,00%",4.2%,Ibaiondo
1498,01/06/15,9.8,n.d.,-5.1%,-0.6%,Ibaiondo
1499,01/05/15,9.8,-3.7%,-3.8%,0.6%,Ibaiondo
1500,01/04/15,10.2,-1.4%,-3.3%,5.5%,Ibaiondo
1501,01/03/15,10.3,1.4%,-0.1%,3.4%,Ibaiondo
1502,01/02/15,10.2,-3.3%,"2,00%","2,00%",Ibaiondo
1503,01/01/15,10.6,1.9%,5.6%,5.6%,Ibaiondo
1504,01/12/14,10.4,3.6%,3.6%,3.6%,Ibaiondo
1505,01/11/14,10.0,n.d.,1.1%,n.d.,Ibaiondo
1506,01/10/14,10.0,n.d.,4.2%,n.d.,Ibaiondo
1507,01/09/14,10.0,1.1%,1.2%,n.d.,Ibaiondo
1508,01/08/14,9.9,3.1%,1.3%,-1.1%,Ibaiondo
1509,01/07/14,9.6,-2.9%,-0.7%,-7.9%,Ibaiondo
1510,01/06/14,9.9,1.2%,-1.2%,-4.8%,Ibaiondo
1511,01/05/14,9.8,"1,00%",-2.4%,-2.4%,Ibaiondo
1512,01/04/14,9.7,-3.3%,-3.3%,-3.3%,Ibaiondo
1513,01/03/14,10.0,n.d.,n.d.,-1.5%,Ibaiondo
1514,01/02/14,10.0,n.d.,n.d.,-3.7%,Ibaiondo
1515,01/01/14,10.0,n.d.,n.d.,-6.3%,Ibaiondo
1516,01/12/13,10.0,n.d.,n.d.,-7.1%,Ibaiondo
1517,01/11/13,10.0,n.d.,n.d.,-9.1%,Ibaiondo
1518,01/10/13,10.0,n.d.,"-4,00%","-12,00%",Ibaiondo
1519,01/09/13,10.0,n.d.,-3.7%,-13.3%,Ibaiondo
1520,01/08/13,10.0,"-4,00%",n.d.,-12.5%,Ibaiondo
1521,01/07/13,10.4,0.4%,4.2%,-8.3%,Ibaiondo
1522,01/06/13,10.4,3.8%,2.2%,-8.6%,Ibaiondo
1523,01/05/13,10.0,n.d.,-3.7%,-13.3%,Ibaiondo
1524,01/04/13,10.0,-1.5%,-6.3%,-13.3%,Ibaiondo
1525,01/03/13,10.2,-2.2%,-5.7%,-10.4%,Ibaiondo
1526,01/02/13,10.4,-2.6%,-5.6%,-9.1%,Ibaiondo
1527,01/01/13,10.7,"-1,00%",-6.1%,-6.1%,Ibaiondo
1528,01/12/12,10.8,-2.1%,-6.7%,-5.8%,Ibaiondo
1529,01/11/12,11.0,-3.2%,-3.8%,4.2%,Ibaiondo
1530,01/10/12,11.4,-1.5%,n.d.,4.9%,Ibaiondo
1531,01/09/12,11.5,"1,00%",1.5%,3.8%,Ibaiondo
1532,01/08/12,11.4,0.6%,"-1,00%",2.3%,Ibaiondo
1533,01/07/12,11.4,n.d.,-1.5%,n.d.,Ibaiondo
1534,01/06/12,11.4,-1.5%,0.3%,n.d.,Ibaiondo
1535,01/05/12,11.5,n.d.,"1,00%",n.d.,Ibaiondo
1536,01/04/12,11.5,1.8%,1.5%,n.d.,Ibaiondo
1537,01/03/12,11.3,-0.8%,-0.8%,n.d.,Ibaiondo
1538,01/02/12,11.4,0.6%,8.3%,n.d.,Ibaiondo
1539,01/01/12,11.4,-0.6%,4.9%,n.d.,Ibaiondo
1540,01/12/11,11.4,8.3%,2.9%,n.d.,Ibaiondo
1541,01/11/11,10.6,-2.6%,-5.6%,n.d.,Ibaiondo
1542,01/10/11,10.8,-2.5%,n.d.,n.d.,Ibaiondo
1543,01/09/11,11.1,-0.6%,n.d.,n.d.,Ibaiondo
1544,01/08/11,11.2,n.d.,n.d.,n.d.,Ibaiondo
1545,01/07/11,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1546,01/06/11,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1547,01/05/11,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1548,01/04/11,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1549,01/03/11,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1550,01/02/11,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1551,01/01/11,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1552,01/12/10,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1553,01/11/10,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1554,01/10/10,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1555,01/09/10,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1556,01/08/10,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1557,01/07/10,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1558,01/06/10,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1559,01/05/10,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1560,01/04/10,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1561,01/03/10,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1562,01/02/10,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1563,01/01/10,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1564,01/12/09,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1565,01/11/09,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1566,01/10/09,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1567,01/09/09,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1568,01/08/09,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1569,01/07/09,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1570,01/06/09,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1571,01/05/09,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1572,01/04/09,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1573,01/03/09,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1574,01/02/09,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1575,01/01/09,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1576,01/12/08,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1577,01/11/08,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1578,01/10/08,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1579,01/09/08,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1580,01/08/08,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1581,01/07/08,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1582,01/06/08,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1583,01/05/08,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1584,01/04/08,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1585,01/03/08,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1586,01/02/08,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1587,01/01/08,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1588,01/12/07,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1589,01/11/07,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1590,01/10/07,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1591,01/09/07,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1592,01/08/07,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1593,01/07/07,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1594,01/06/07,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1595,01/05/07,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1596,01/04/07,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1597,01/03/07,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1598,01/02/07,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1599,01/01/07,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1600,01/12/06,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1601,01/11/06,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1602,01/10/06,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1603,01/09/06,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1604,01/08/06,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1605,01/07/06,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1606,01/06/06,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1607,01/05/06,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1608,01/04/06,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1609,01/03/06,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1610,01/02/06,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1611,01/01/06,n.d.,n.d.,n.d.,n.d.,Ibaiondo
1612,01/02/25,16.5,1.4%,2.1%,14.3%,Indautxu
1613,01/01/25,16.3,-3.1%,4.8%,11.7%,Indautxu
1614,01/12/24,16.8,3.9%,7.3%,15.3%,Indautxu
1615,01/11/24,16.1,4.1%,5.5%,10.9%,Indautxu
1616,01/10/24,15.5,-0.8%,4.9%,6.6%,Indautxu
1617,01/09/24,15.6,2.2%,"6,00%","7,00%",Indautxu
1618,01/08/24,15.3,3.5%,"2,00%",7.6%,Indautxu
1619,01/07/24,14.8,0.3%,-3.3%,6.4%,Indautxu
1620,01/06/24,14.7,-1.7%,-1.7%,8.4%,Indautxu
1621,01/05/24,15.0,-1.9%,4.1%,7.7%,Indautxu
1622,01/04/24,15.3,"2,00%",5.1%,9.8%,Indautxu
1623,01/03/24,15.0,4.1%,3.1%,7.7%,Indautxu
1624,01/02/24,14.4,-0.9%,-0.9%,2.7%,Indautxu
1625,01/01/24,14.5,n.d.,n.d.,0.7%,Indautxu
1626,01/12/23,14.5,n.d.,-0.4%,0.7%,Indautxu
1627,01/11/23,14.5,n.d.,2.3%,3.1%,Indautxu
1628,01/10/23,14.5,-0.4%,4.7%,4.4%,Indautxu
